ID,Name,Category,Price
51974,Product_51974,Sports,114.13
20931,Product_20931,Toys,112.55
62824,Product_62824,Electronics,23.52
50486,Product_50486,Clothing,380.2
40845,Product_40845,Sports,95.82
93156,Product_93156,Sports,253.22
8721,Product_8721,Clothing,450.51
65256,Product_65256,Home,199.54
95839,Product_95839,Books,491.25
4149,Product_4149,Sports,379.84
63539,Product_63539,Sports,479.79
21188,Product_21188,Electronics,41.29
68490,Product_68490,Toys,42.21
70728,Product_70728,Home,251.68
23558,Product_23558,Books,315.82
2254,Product_2254,Sports,9.43
19213,Product_19213,Electronics,119.6
30987,Product_30987,Home,240.93
22942,Product_22942,Toys,7.76
35423,Product_35423,Home,310.61
40465,Product_40465,Electronics,114.12
86004,Product_86004,Toys,205.65
71233,Product_71233,Home,71.3
73701,Product_73701,Electronics,384.38
19506,Product_19506,Toys,283.18
52267,Product_52267,Sports,439.39
2844,Product_2844,Clothing,266.25
78555,Product_78555,Clothing,200.23
79751,Product_79751,Books,251.75
97682,Product_97682,Books,346.8
56436,Product_56436,Books,82.94
88695,Product_88695,Clothing,413.0
20551,Product_20551,Toys,386.95
9174,Product_9174,Sports,32.68
28612,Product_28612,Books,261.23
27096,Product_27096,Sports,398.83
89518,Product_89518,Books,201.8
58937,Product_58937,Sports,377.37
70503,Product_70503,Home,29.15
73900,Product_73900,Sports,449.39
85243,Product_85243,Sports,400.12
55447,Product_55447,Toys,360.22
75411,Product_75411,Electronics,291.26
6269,Product_6269,Toys,272.16
15921,Product_15921,Electronics,487.3
68,Product_68,Sports,2.62
14152,Product_14152,Toys,285.5
18109,Product_18109,Home,178.38
82043,Product_82043,Books,151.87
75599,Product_75599,Books,358.9
86367,Product_86367,Electronics,362.48
83061,Product_83061,Toys,114.16
68725,Product_68725,Clothing,82.09
85804,Product_85804,Electronics,11.65
57714,Product_57714,Sports,243.27
36621,Product_36621,Sports,11.74
68344,Product_68344,Sports,213.35
26050,Product_26050,Toys,149.63
17874,Product_17874,Books,95.66
50432,Product_50432,Clothing,153.73
26779,Product_26779,Books,309.45
96453,Product_96453,Books,234.36
67312,Product_67312,Books,206.95
50375,Product_50375,Books,46.87
59062,Product_59062,Home,36.99
51352,Product_51352,Sports,70.72
26743,Product_26743,Clothing,359.78
16673,Product_16673,Home,321.71
77815,Product_77815,Electronics,76.56
3460,Product_3460,Toys,56.37
66763,Product_66763,Toys,108.28
75952,Product_75952,Toys,226.85
71637,Product_71637,Books,336.38
87349,Product_87349,Sports,307.03
60563,Product_60563,Clothing,461.12
61965,Product_61965,Clothing,405.1
28045,Product_28045,Clothing,39.73
55087,Product_55087,Sports,318.29
63009,Product_63009,Electronics,35.4
41288,Product_41288,Home,154.85
95389,Product_95389,Clothing,26.42
80329,Product_80329,Home,17.79
53557,Product_53557,Sports,139.03
98016,Product_98016,Sports,324.65
37910,Product_37910,Clothing,333.04
11796,Product_11796,Electronics,248.69
63946,Product_63946,Electronics,142.68
90867,Product_90867,Clothing,360.02
49556,Product_49556,Books,327.41
89264,Product_89264,Clothing,379.81
75665,Product_75665,Clothing,85.31
40522,Product_40522,Home,373.03
19151,Product_19151,Sports,247.25
9241,Product_9241,Electronics,242.64
32909,Product_32909,Home,332.41
48288,Product_48288,Home,394.19
3674,Product_3674,Books,247.36
60354,Product_60354,Clothing,370.8
3436,Product_3436,Electronics,279.68
98466,Product_98466,Electronics,280.75
11777,Product_11777,Electronics,124.32
18646,Product_18646,Home,192.63
9075,Product_9075,Clothing,190.53
16634,Product_16634,Clothing,398.94
28671,Product_28671,Home,160.17
65420,Product_65420,Toys,383.55
90926,Product_90926,Sports,258.32
99965,Product_99965,Clothing,498.84
36113,Product_36113,Clothing,275.91
59105,Product_59105,Toys,345.3
46020,Product_46020,Home,180.98
23236,Product_23236,Electronics,4.4
31181,Product_31181,Books,481.31
44524,Product_44524,Toys,210.41
48921,Product_48921,Sports,255.68
18864,Product_18864,Sports,414.19
11410,Product_11410,Books,398.85
99325,Product_99325,Clothing,365.26
86753,Product_86753,Books,189.87
70219,Product_70219,Sports,108.98
58959,Product_58959,Books,233.39
26170,Product_26170,Sports,273.3
12620,Product_12620,Books,346.22
12993,Product_12993,Toys,161.91
48034,Product_48034,Sports,322.53
40607,Product_40607,Electronics,15.04
76841,Product_76841,Sports,159.9
83893,Product_83893,Sports,384.75
96591,Product_96591,Sports,165.62
58532,Product_58532,Sports,317.65
62714,Product_62714,Books,30.35
11804,Product_11804,Electronics,488.91
67892,Product_67892,Toys,353.14
30856,Product_30856,Sports,312.36
73488,Product_73488,Books,226.04
38387,Product_38387,Toys,286.93
23189,Product_23189,Toys,263.72
69283,Product_69283,Home,447.9
83855,Product_83855,Toys,94.81
91303,Product_91303,Clothing,454.23
62700,Product_62700,Electronics,130.06
1114,Product_1114,Sports,88.57
87279,Product_87279,Home,166.2
87265,Product_87265,Electronics,3.23
39866,Product_39866,Home,128.73
78192,Product_78192,Toys,399.45
46476,Product_46476,Electronics,249.49
39564,Product_39564,Books,377.32
89977,Product_89977,Books,487.39
14153,Product_14153,Sports,192.82
30435,Product_30435,Sports,279.73
25895,Product_25895,Sports,233.72
90331,Product_90331,Home,7.25
1121,Product_1121,Toys,118.53
51222,Product_51222,Clothing,143.42
65595,Product_65595,Electronics,291.87
58883,Product_58883,Home,24.66
50797,Product_50797,Books,482.55
47744,Product_47744,Electronics,197.25
19484,Product_19484,Clothing,92.3
63500,Product_63500,Home,258.46
14510,Product_14510,Books,257.41
22969,Product_22969,Books,470.1
63595,Product_63595,Toys,348.57
75936,Product_75936,Home,252.83
10925,Product_10925,Clothing,463.8
41585,Product_41585,Books,245.63
83775,Product_83775,Clothing,430.12
97251,Product_97251,Home,467.32
91937,Product_91937,Home,349.26
64947,Product_64947,Electronics,17.34
77629,Product_77629,Books,288.85
58088,Product_58088,Books,92.73
12037,Product_12037,Clothing,302.75
91508,Product_91508,Sports,463.27
40565,Product_40565,Electronics,456.78
87643,Product_87643,Sports,375.09
34765,Product_34765,Books,56.49
47626,Product_47626,Home,489.15
18895,Product_18895,Home,333.82
39625,Product_39625,Electronics,340.55
51706,Product_51706,Electronics,335.05
60298,Product_60298,Electronics,43.32
26601,Product_26601,Toys,165.9
73375,Product_73375,Books,73.77
94808,Product_94808,Sports,214.23
99574,Product_99574,Clothing,419.76
39272,Product_39272,Home,384.35
84296,Product_84296,Home,361.47
2908,Product_2908,Sports,306.14
23653,Product_23653,Clothing,427.16
71412,Product_71412,Clothing,359.22
55892,Product_55892,Toys,496.13
91596,Product_91596,Home,486.3
38056,Product_38056,Electronics,293.76
80395,Product_80395,Home,99.33
32656,Product_32656,Sports,15.5
44128,Product_44128,Clothing,286.81
67175,Product_67175,Books,343.98
1747,Product_1747,Electronics,245.73
34214,Product_34214,Sports,313.76
44819,Product_44819,Home,312.97
20658,Product_20658,Electronics,141.44
32165,Product_32165,Home,417.1
11158,Product_11158,Home,66.63
44971,Product_44971,Toys,440.32
93500,Product_93500,Sports,94.39
8421,Product_8421,Home,464.6
6366,Product_6366,Sports,250.41
30369,Product_30369,Clothing,161.57
13137,Product_13137,Books,256.35
73668,Product_73668,Electronics,145.96
68942,Product_68942,Clothing,10.68
39323,Product_39323,Books,317.72
4755,Product_4755,Sports,478.59
41244,Product_41244,Toys,335.47
56359,Product_56359,Sports,214.35
15337,Product_15337,Toys,242.79
67520,Product_67520,Sports,7.27
40316,Product_40316,Toys,274.21
1564,Product_1564,Home,43.04
38185,Product_38185,Books,307.42
97268,Product_97268,Books,262.19
47549,Product_47549,Clothing,250.26
86517,Product_86517,Sports,393.34
86266,Product_86266,Electronics,183.05
18231,Product_18231,Electronics,182.3
17433,Product_17433,Toys,135.54
1230,Product_1230,Electronics,152.29
23246,Product_23246,Home,79.09
86536,Product_86536,Toys,287.4
80130,Product_80130,Toys,203.27
94612,Product_94612,Sports,376.85
51882,Product_51882,Electronics,438.87
56013,Product_56013,Sports,22.95
88652,Product_88652,Books,398.05
35960,Product_35960,Home,101.23
15958,Product_15958,Clothing,156.57
85611,Product_85611,Sports,72.01
68322,Product_68322,Sports,129.69
9127,Product_9127,Clothing,188.68
7197,Product_7197,Electronics,431.84
55684,Product_55684,Electronics,435.61
96640,Product_96640,Toys,143.1
14529,Product_14529,Electronics,119.63
81296,Product_81296,Home,327.29
61418,Product_61418,Books,353.35
66816,Product_66816,Sports,308.05
40326,Product_40326,Clothing,485.61
36372,Product_36372,Toys,12.92
84195,Product_84195,Home,154.99
99988,Product_99988,Clothing,259.77
55774,Product_55774,Home,61.49
85876,Product_85876,Electronics,162.35
44098,Product_44098,Home,234.03
94905,Product_94905,Home,118.92
73005,Product_73005,Books,272.93
5713,Product_5713,Clothing,53.72
39496,Product_39496,Books,192.58
58863,Product_58863,Books,55.68
5484,Product_5484,Books,76.1
51574,Product_51574,Home,109.99
258,Product_258,Electronics,279.15
97630,Product_97630,Clothing,26.11
2471,Product_2471,Toys,252.08
94767,Product_94767,Electronics,378.36
39016,Product_39016,Home,422.42
61089,Product_61089,Electronics,390.43
54712,Product_54712,Sports,430.47
49733,Product_49733,Home,398.52
12980,Product_12980,Books,428.3
21511,Product_21511,Toys,28.04
36522,Product_36522,Toys,375.68
60975,Product_60975,Electronics,322.06
69193,Product_69193,Sports,369.1
68117,Product_68117,Books,364.5
69334,Product_69334,Books,441.16
28092,Product_28092,Electronics,20.79
98260,Product_98260,Sports,390.08
203,Product_203,Toys,97.37
38551,Product_38551,Electronics,432.78
96943,Product_96943,Sports,308.45
30111,Product_30111,Toys,265.43
81002,Product_81002,Books,86.69
95976,Product_95976,Books,120.26
52688,Product_52688,Sports,252.72
3397,Product_3397,Clothing,449.29
84309,Product_84309,Clothing,430.49
7950,Product_7950,Electronics,316.02
81895,Product_81895,Sports,38.05
68930,Product_68930,Electronics,456.39
97257,Product_97257,Electronics,96.24
11199,Product_11199,Sports,321.63
65896,Product_65896,Clothing,462.09
2051,Product_2051,Clothing,332.01
52746,Product_52746,Clothing,72.88
75020,Product_75020,Books,312.89
90455,Product_90455,Books,318.06
33908,Product_33908,Sports,170.44
14024,Product_14024,Books,19.56
40508,Product_40508,Electronics,482.28
1960,Product_1960,Books,435.84
17326,Product_17326,Home,309.57
72957,Product_72957,Books,255.75
26991,Product_26991,Home,75.26
40405,Product_40405,Books,131.6
30020,Product_30020,Toys,235.86
64237,Product_64237,Books,1.6
4322,Product_4322,Toys,479.54
97378,Product_97378,Books,175.3
74402,Product_74402,Toys,326.24
88436,Product_88436,Home,167.84
47960,Product_47960,Electronics,124.25
63325,Product_63325,Sports,111.35
83028,Product_83028,Electronics,415.31
57038,Product_57038,Home,346.66
74688,Product_74688,Sports,32.23
2665,Product_2665,Books,391.95
50673,Product_50673,Electronics,102.04
53816,Product_53816,Home,119.37
93564,Product_93564,Sports,60.98
12633,Product_12633,Toys,279.61
24008,Product_24008,Books,335.1
24693,Product_24693,Books,107.82
29741,Product_29741,Clothing,333.64
56804,Product_56804,Sports,11.88
10358,Product_10358,Clothing,430.44
88570,Product_88570,Books,478.24
87162,Product_87162,Sports,480.38
58218,Product_58218,Electronics,262.82
13026,Product_13026,Home,306.12
67796,Product_67796,Home,489.08
51978,Product_51978,Toys,122.52
50081,Product_50081,Sports,85.47
1442,Product_1442,Home,459.42
85511,Product_85511,Toys,159.07
62888,Product_62888,Clothing,79.52
39523,Product_39523,Sports,67.76
3575,Product_3575,Books,100.43
36738,Product_36738,Sports,104.17
15470,Product_15470,Toys,472.14
72833,Product_72833,Books,482.58
67694,Product_67694,Sports,402.14
14823,Product_14823,Clothing,256.68
63468,Product_63468,Clothing,88.85
80955,Product_80955,Toys,420.62
59991,Product_59991,Books,80.01
33467,Product_33467,Sports,67.68
52118,Product_52118,Electronics,171.4
73628,Product_73628,Books,430.97
94880,Product_94880,Clothing,328.25
26475,Product_26475,Sports,459.21
52475,Product_52475,Home,128.36
65439,Product_65439,Clothing,11.38
51310,Product_51310,Books,224.12
10616,Product_10616,Books,295.88
87058,Product_87058,Home,444.24
39375,Product_39375,Clothing,142.99
65428,Product_65428,Books,301.34
61707,Product_61707,Books,490.28
7578,Product_7578,Sports,375.25
53985,Product_53985,Books,179.56
30220,Product_30220,Clothing,497.52
52810,Product_52810,Books,296.98
62064,Product_62064,Books,266.65
67182,Product_67182,Toys,485.28
35708,Product_35708,Clothing,6.94
21316,Product_21316,Sports,198.67
81386,Product_81386,Sports,75.56
71449,Product_71449,Toys,411.42
15741,Product_15741,Clothing,97.1
97406,Product_97406,Sports,237.37
57415,Product_57415,Toys,105.25
42831,Product_42831,Sports,140.78
43881,Product_43881,Home,210.29
87632,Product_87632,Books,12.85
38466,Product_38466,Toys,480.35
64996,Product_64996,Home,421.25
55260,Product_55260,Clothing,312.68
62898,Product_62898,Sports,425.05
66032,Product_66032,Clothing,183.59
31857,Product_31857,Home,317.84
66015,Product_66015,Clothing,374.64
89983,Product_89983,Electronics,410.95
42562,Product_42562,Electronics,263.58
74341,Product_74341,Clothing,111.02
96384,Product_96384,Electronics,235.08
18949,Product_18949,Clothing,288.02
44478,Product_44478,Toys,165.0
32412,Product_32412,Home,443.94
78296,Product_78296,Books,133.81
94465,Product_94465,Sports,372.99
25481,Product_25481,Books,111.31
18387,Product_18387,Sports,91.98
89314,Product_89314,Sports,178.39
12074,Product_12074,Clothing,174.9
86735,Product_86735,Sports,450.56
19435,Product_19435,Toys,83.86
59145,Product_59145,Sports,92.0
40582,Product_40582,Electronics,301.26
28898,Product_28898,Books,43.61
41563,Product_41563,Sports,203.92
37039,Product_37039,Books,172.49
86331,Product_86331,Electronics,51.14
20838,Product_20838,Clothing,37.75
54404,Product_54404,Home,207.6
79676,Product_79676,Home,22.61
69688,Product_69688,Toys,180.47
88818,Product_88818,Home,383.99
35029,Product_35029,Electronics,438.92
7724,Product_7724,Clothing,241.79
20116,Product_20116,Home,340.32
11957,Product_11957,Sports,27.01
65115,Product_65115,Books,407.16
22169,Product_22169,Toys,267.83
20486,Product_20486,Sports,309.33
59198,Product_59198,Toys,217.95
92965,Product_92965,Toys,377.94
56524,Product_56524,Books,176.28
74839,Product_74839,Books,404.19
24954,Product_24954,Home,262.79
40797,Product_40797,Home,100.41
91674,Product_91674,Sports,138.99
99211,Product_99211,Electronics,486.12
78676,Product_78676,Home,93.92
70656,Product_70656,Home,346.85
83627,Product_83627,Clothing,233.1
40980,Product_40980,Home,404.53
19385,Product_19385,Electronics,155.87
41716,Product_41716,Home,468.36
26704,Product_26704,Toys,375.23
15717,Product_15717,Sports,299.13
52645,Product_52645,Books,235.99
7613,Product_7613,Electronics,459.08
16717,Product_16717,Books,106.05
7605,Product_7605,Toys,368.52
13938,Product_13938,Sports,231.27
31191,Product_31191,Home,475.97
70085,Product_70085,Electronics,196.95
30572,Product_30572,Sports,193.01
35284,Product_35284,Home,14.05
93584,Product_93584,Electronics,256.0
30772,Product_30772,Home,124.57
2928,Product_2928,Sports,389.59
67730,Product_67730,Electronics,181.4
34025,Product_34025,Toys,256.52
84172,Product_84172,Home,383.29
24946,Product_24946,Toys,308.26
41404,Product_41404,Clothing,368.62
10750,Product_10750,Books,353.78
9980,Product_9980,Sports,10.75
80716,Product_80716,Books,352.65
43509,Product_43509,Books,132.46
68907,Product_68907,Clothing,266.34
8391,Product_8391,Clothing,434.2
52516,Product_52516,Electronics,66.94
39171,Product_39171,Toys,111.63
25862,Product_25862,Sports,111.04
71438,Product_71438,Clothing,194.76
45773,Product_45773,Sports,254.89
17383,Product_17383,Home,94.07
74298,Product_74298,Clothing,158.6
34725,Product_34725,Electronics,22.41
78515,Product_78515,Home,405.22
62247,Product_62247,Electronics,173.02
46668,Product_46668,Sports,229.94
25743,Product_25743,Books,306.65
39904,Product_39904,Clothing,369.2
6147,Product_6147,Home,135.32
5220,Product_5220,Books,361.32
55417,Product_55417,Home,423.33
60567,Product_60567,Sports,414.0
66227,Product_66227,Home,308.78
22873,Product_22873,Clothing,123.21
13965,Product_13965,Clothing,441.76
71956,Product_71956,Home,335.36
3336,Product_3336,Electronics,324.74
8142,Product_8142,Home,250.02
48250,Product_48250,Clothing,83.94
45258,Product_45258,Books,314.18
80271,Product_80271,Toys,12.88
74478,Product_74478,Home,468.9
48219,Product_48219,Toys,378.11
39297,Product_39297,Toys,395.62
87404,Product_87404,Toys,318.11
76508,Product_76508,Sports,34.3
45180,Product_45180,Home,199.78
66704,Product_66704,Sports,155.6
13210,Product_13210,Toys,256.68
89330,Product_89330,Electronics,210.24
75772,Product_75772,Sports,474.55
32709,Product_32709,Sports,412.51
5865,Product_5865,Electronics,166.32
24592,Product_24592,Sports,149.81
81794,Product_81794,Clothing,422.2
69001,Product_69001,Sports,93.96
73103,Product_73103,Electronics,108.59
94184,Product_94184,Electronics,124.91
39530,Product_39530,Toys,480.64
19187,Product_19187,Sports,442.43
61064,Product_61064,Books,308.08
65675,Product_65675,Toys,356.47
3988,Product_3988,Books,89.83
54529,Product_54529,Electronics,479.29
25657,Product_25657,Sports,32.0
97308,Product_97308,Clothing,268.29
35783,Product_35783,Electronics,425.95
31562,Product_31562,Toys,433.38
69421,Product_69421,Clothing,424.05
83780,Product_83780,Books,238.74
67487,Product_67487,Sports,227.3
74128,Product_74128,Toys,291.5
53859,Product_53859,Sports,314.73
42410,Product_42410,Books,487.17
80484,Product_80484,Clothing,420.34
84829,Product_84829,Sports,348.54
2704,Product_2704,Home,56.12
74348,Product_74348,Sports,474.35
98997,Product_98997,Electronics,121.27
17077,Product_17077,Books,142.85
23283,Product_23283,Electronics,432.59
86977,Product_86977,Electronics,361.6
17450,Product_17450,Clothing,76.94
22262,Product_22262,Home,124.64
98483,Product_98483,Books,212.98
44511,Product_44511,Toys,473.54
39417,Product_39417,Electronics,85.4
38035,Product_38035,Sports,111.94
45685,Product_45685,Clothing,48.14
14979,Product_14979,Home,41.18
97321,Product_97321,Home,435.57
99885,Product_99885,Electronics,62.02
14842,Product_14842,Home,82.38
51213,Product_51213,Books,159.3
82831,Product_82831,Home,54.27
75339,Product_75339,Electronics,180.13
42949,Product_42949,Toys,57.9
77530,Product_77530,Electronics,365.8
26,Product_26,Sports,289.1
81480,Product_81480,Clothing,187.15
77803,Product_77803,Books,285.4
21670,Product_21670,Clothing,384.66
77876,Product_77876,Books,297.36
78880,Product_78880,Home,388.07
24630,Product_24630,Clothing,238.06
41045,Product_41045,Home,280.62
24564,Product_24564,Electronics,34.62
12834,Product_12834,Home,82.81
84600,Product_84600,Toys,427.59
65573,Product_65573,Books,103.91
41305,Product_41305,Books,318.76
11921,Product_11921,Clothing,14.63
72108,Product_72108,Toys,257.84
7931,Product_7931,Toys,172.24
56907,Product_56907,Sports,89.89
14831,Product_14831,Toys,451.36
43224,Product_43224,Electronics,401.54
25942,Product_25942,Sports,183.21
67986,Product_67986,Sports,149.37
74416,Product_74416,Sports,265.23
23264,Product_23264,Electronics,496.96
56206,Product_56206,Clothing,100.72
41992,Product_41992,Books,254.66
31469,Product_31469,Clothing,358.73
86488,Product_86488,Home,21.19
56311,Product_56311,Toys,97.71
63366,Product_63366,Clothing,261.98
11661,Product_11661,Electronics,173.98
98113,Product_98113,Toys,442.98
72433,Product_72433,Electronics,207.23
82491,Product_82491,Books,385.11
77028,Product_77028,Books,329.18
55008,Product_55008,Books,411.95
31164,Product_31164,Clothing,240.34
75701,Product_75701,Home,323.98
68654,Product_68654,Electronics,35.95
26383,Product_26383,Home,433.21
4186,Product_4186,Toys,3.6
44875,Product_44875,Toys,324.18
50635,Product_50635,Sports,458.2
34959,Product_34959,Home,486.69
86309,Product_86309,Electronics,165.6
15862,Product_15862,Electronics,297.1
90978,Product_90978,Clothing,282.84
9031,Product_9031,Clothing,41.53
95416,Product_95416,Clothing,497.04
35854,Product_35854,Clothing,411.97
5507,Product_5507,Toys,262.06
72003,Product_72003,Clothing,156.67
69944,Product_69944,Electronics,494.43
54245,Product_54245,Home,441.01
32701,Product_32701,Books,132.67
